13973 	 13987 	 14
13987 	 13995 	 8
13995 	 13997 	 2
13997 	 14012 	 15
14012 	 14062 	 50
14062 	 14127 	 65
13973 	 13983 	 10
13973 	 14081 	 108
13973 	 14054 	 81
13972 	 13986 	 14
13986 	 13986 	 0
13972 	 13995 	 23
13972 	 14015 	 43
13972 	 13999 	 27
13972 	 13999 	 27
13972 	 13978 	 6
13972 	 14001 	 29
14001 	 14012 	 11
14012 	 14028 	 16
14028 	 14166 	 138
13972 	 13972 	 0
13972 	 13995 	 23
13971 	 13990 	 19
13990 	 13992 	 2
13971 	 13986 	 15
13986 	 14066 	 80
13971 	 14035 	 64
14035 	 14040 	 5
13971 	 13988 	 17
13971 	 14166 	 195
13971 	 13998 	 27
13971 	 13971 	 0
13971 	 13971 	 0
13971 	 14021 	 50
13971 	 14061 	 90
13971 	 13986 	 15
13986 	 14020 	 34
14020 	 14021 	 1
14021 	 14021 	 0
14021 	 14022 	 1
14022 	 14022 	 0
14022 	 14029 	 7
14029 	 14029 	 0
14029 	 14029 	 0
14029 	 14029 	 0
14029 	 14029 	 0
14029 	 14032 	 3
14032 	 14032 	 0
14032 	 14032 	 0
14032 	 14034 	 2
14034 	 14035 	 1
14035 	 14035 	 0
14035 	 14040 	 5
14040 	 14040 	 0
14040 	 14042 	 2
13971 	 13980 	 9
13971 	 14032 	 61
14032 	 14032 	 0
13978 	 13980 	 2
13978 	 13983 	 5
13978 	 13978 	 0
13978 	 13978 	 0
13978 	 13978 	 0
13977 	 13979 	 2
13978 	 14069 	 91
13977 	 14138 	 161
13977 	 14020 	 43
14020 	 14047 	 27
13977 	 14071 	 94
13977 	 14172 	 195
14172 	 14179 	 7
14179 	 14180 	 1
13977 	 14013 	 36
13977 	 13978 	 1
13977 	 13978 	 1
13977 	 13984 	 7
13977 	 13977 	 0
13977 	 14004 	 27
14004 	 14004 	 0
13976 	 13998 	 22
13998 	 14024 	 26
13976 	 13987 	 11
13976 	 13986 	 10
13986 	 14012 	 26
13976 	 13999 	 23
13976 	 13982 	 6
13982 	 13983 	 1
13983 	 13984 	 1
13984 	 14011 	 27
13976 	 13998 	 22
13976 	 13980 	 4
13976 	 13986 	 10
13976 	 14088 	 112
13974 	 13976 	 2
13976 	 14005 	 29
13973 	 13973 	 0
13973 	 13983 	 10
13980 	 13994 	 14
13980 	 14008 	 28
13980 	 13986 	 6
13986 	 13990 	 4
13981 	 14007 	 26
13981 	 13983 	 2
13979 	 14011 	 32
13979 	 14166 	 187
13980 	 14013 	 33
13980 	 13993 	 13
13979 	 14016 	 37
13979 	 13993 	 14
13979 	 13983 	 4
13979 	 13989 	 10
13978 	 14119 	 141
13978 	 14078 	 100
13979 	 13985 	 6
13979 	 14011 	 32
14011 	 14047 	 36
14047 	 14078 	 31
13984 	 13984 	 0
13985 	 13985 	 0
13985 	 13990 	 5
13984 	 13992 	 8
13984 	 14011 	 27
13985 	 13988 	 3
13985 	 14009 	 24
13985 	 13993 	 8
13985 	 13985 	 0
13984 	 14064 	 80
13984 	 14067 	 83
14067 	 14067 	 0
14067 	 14067 	 0
13984 	 13984 	 0
13984 	 13985 	 1
13984 	 14140 	 156
13983 	 13983 	 0
13983 	 13983 	 0
13983 	 13997 	 14
13983 	 13992 	 9
13983 	 14146 	 163
13984 	 13984 	 0
13983 	 14032 	 49
13983 	 14054 	 71
13983 	 13997 	 14
13983 	 13984 	 1
13983 	 13983 	 0
13983 	 14140 	 157
13982 	 14046 	 64
13982 	 14019 	 37
13982 	 13986 	 4
13986 	 13987 	 1
13983 	 13985 	 2
13985 	 13986 	 1
13986 	 13990 	 4
13990 	 14010 	 20
13986 	 14024 	 38
14024 	 14036 	 12
14036 	 14041 	 5
14041 	 14055 	 14
14055 	 14056 	 1
14056 	 14057 	 1
14057 	 14062 	 5
14062 	 14065 	 3
14065 	 14068 	 3
14068 	 14104 	 36
14104 	 14137 	 33
13986 	 14014 	 28
13986 	 14190 	 204
13987 	 14075 	 88
13987 	 14222 	 235
14222 	 14240 	 18
13987 	 14035 	 48
13987 	 14164 	 177
14164 	 14164 	 0
14164 	 14164 	 0
14164 	 14164 	 0
13986 	 13986 	 0
13986 	 14004 	 18
13986 	 14125 	 139
13986 	 14041 	 55
13986 	 14004 	 18
13987 	 13991 	 4
13987 	 14028 	 41
13987 	 13987 	 0
13987 	 13990 	 3
13987 	 13987 	 0
13987 	 13999 	 12
13999 	 14004 	 5
14004 	 14035 	 31
14035 	 14036 	 1
14036 	 14042 	 6
13987 	 13990 	 3
13987 	 14074 	 87
13985 	 14200 	 215
13985 	 14211 	 226
14211 	 14232 	 21
14232 	 14232 	 0
13985 	 14046 	 61
13986 	 13990 	 4
13986 	 14194 	 208
13986 	 13986 	 0
13986 	 14061 	 75
13986 	 13986 	 0
13986 	 14012 	 26
13986 	 13986 	 0
13986 	 13986 	 0
13986 	 13986 	 0
13986 	 13990 	 4
13986 	 14034 	 48
13986 	 14001 	 15
13986 	 13989 	 3
13991 	 13994 	 3
13991 	 13997 	 6
13991 	 13992 	 1
13991 	 13998 	 7
13991 	 13991 	 0
13991 	 13991 	 0
13991 	 13993 	 2
13991 	 13991 	 0
13991 	 13991 	 0
13991 	 13992 	 1
13992 	 13992 	 0
13990 	 14001 	 11
14001 	 14008 	 7
14008 	 14008 	 0
14008 	 14008 	 0
14008 	 14011 	 3
13990 	 14092 	 102
13992 	 13992 	 0
13992 	 13992 	 0
13991 	 13994 	 3
13991 	 13996 	 5
13996 	 14005 	 9
13991 	 14012 	 21
13990 	 13993 	 3
13987 	 13987 	 0
13987 	 13992 	 5
13988 	 13992 	 4
13990 	 13991 	 1
13991 	 13991 	 0
13990 	 14001 	 11
13990 	 14012 	 22
13993 	 14041 	 48
14041 	 14062 	 21
14062 	 14112 	 50
13993 	 14104 	 111
13993 	 13993 	 0
13993 	 13999 	 6
13993 	 14011 	 18
13993 	 13994 	 1
13993 	 14027 	 34
14027 	 14077 	 50
13993 	 13994 	 1
13993 	 14096 	 103
13993 	 14092 	 99
13993 	 14014 	 21
13993 	 13999 	 6
13999 	 14008 	 9
14008 	 14020 	 12
13993 	 14078 	 85
13993 	 14000 	 7
13993 	 13998 	 5
13993 	 14134 	 141
13994 	 13994 	 0
13994 	 13994 	 0
13992 	 13994 	 2
13992 	 14111 	 119
13992 	 13992 	 0
13992 	 13992 	 0
13992 	 13993 	 1
13993 	 13999 	 6
13999 	 14004 	 5
13992 	 13994 	 2
13994 	 14008 	 14
13992 	 14015 	 23
13992 	 13997 	 5
13997 	 14028 	 31
13992 	 14065 	 73
14065 	 14076 	 11
14076 	 14133 	 57
13992 	 14021 	 29
13992 	 14021 	 29
13992 	 13999 	 7
13999 	 14013 	 14
13992 	 14015 	 23
14015 	 14022 	 7
13992 	 13997 	 5
13993 	 14011 	 18
13993 	 13993 	 0
13993 	 13993 	 0
13993 	 13993 	 0
13997 	 14020 	 23
13998 	 14049 	 51
14049 	 14106 	 57
14106 	 14195 	 89
13998 	 13998 	 0
13998 	 13998 	 0
13998 	 13998 	 0
13998 	 13998 	 0
13998 	 13998 	 0
13998 	 14008 	 10
13998 	 13998 	 0
13998 	 14176 	 178
13998 	 13998 	 0
13998 	 14139 	 141
13998 	 13999 	 1
13998 	 14169 	 171
13998 	 13998 	 0
13998 	 13998 	 0
13998 	 13998 	 0
13998 	 14008 	 10
13998 	 13998 	 0
13998 	 13998 	 0
13998 	 14075 	 77
13994 	 13998 	 4
13998 	 14000 	 2
14000 	 14006 	 6
14006 	 14014 	 8
13994 	 13995 	 1
13994 	 14143 	 149
14143 	 14146 	 3
13994 	 13998 	 4
13997 	 13997 	 0
13997 	 13997 	 0
13997 	 14000 	 3
14000 	 14012 	 12
13997 	 13997 	 0
13997 	 13997 	 0
13997 	 13998 	 1
13998 	 13998 	 0
13996 	 13996 	 0
13996 	 14000 	 4
13997 	 13997 	 0
13997 	 13998 	 1
13998 	 14007 	 9
14007 	 14027 	 20
13997 	 14016 	 19
14016 	 14020 	 4
14020 	 14022 	 2
14022 	 14028 	 6
13997 	 14013 	 16
13997 	 14026 	 29
14026 	 14074 	 48
14074 	 14110 	 36
14110 	 14129 	 19
14129 	 14138 	 9
13997 	 14188 	 191
13943 	 13970 	 27
13943 	 14026 	 83
13942 	 14209 	 267
13942 	 13984 	 42
13984 	 14224 	 240
13942 	 13942 	 0
13942 	 14005 	 63
14005 	 14020 	 15
13942 	 14018 	 76
13942 	 13942 	 0
13942 	 14175 	 233
14175 	 14175 	 0
13942 	 13966 	 24
13966 	 14051 	 85
13942 	 13944 	 2
13942 	 13970 	 28
13970 	 13990 	 20
13942 	 13942 	 0
13941 	 13948 	 7
13941 	 13944 	 3
13944 	 14032 	 88
14032 	 14046 	 14
13944 	 13955 	 11
13944 	 13945 	 1
13943 	 13943 	 0
13945 	 13952 	 7
13946 	 13948 	 2
13945 	 14147 	 202
13945 	 13987 	 42
13945 	 14012 	 67
13945 	 14057 	 112
13945 	 13992 	 47
13945 	 13962 	 17
13962 	 14074 	 112
13945 	 13948 	 3
13945 	 13986 	 41
13945 	 13945 	 0
13945 	 13949 	 4
13944 	 14201 	 257
13945 	 13948 	 3
13945 	 14034 	 89
13944 	 13949 	 5
13944 	 13944 	 0
13944 	 13944 	 0
13944 	 13947 	 3
13944 	 13944 	 0
13949 	 14201 	 252
13949 	 13949 	 0
13948 	 13964 	 16
13948 	 14019 	 71
14019 	 14062 	 43
14062 	 14133 	 71
14133 	 14148 	 15
13948 	 13965 	 17
13948 	 14034 	 86
14034 	 14034 	 0
13948 	 13983 	 35
13948 	 14036 	 88
14036 	 14036 	 0
13948 	 14056 	 108
14056 	 14089 	 33
13948 	 13949 	 1
13948 	 14060 	 112
13946 	 14028 	 82
13947 	 13973 	 26
13973 	 14015 	 42
13946 	 14056 	 110
13947 	 14001 	 54
13948 	 13948 	 0
13950 	 13952 	 2
13950 	 13950 	 0
13950 	 13973 	 23
13973 	 13978 	 5
13950 	 13969 	 19
13969 	 13973 	 4
13950 	 14005 	 55
14005 	 14027 	 22
13950 	 13969 	 19
13949 	 14063 	 114
13949 	 13966 	 17
13966 	 14027 	 61
13949 	 13950 	 1
13949 	 13951 	 2
13951 	 13951 	 0
13949 	 13986 	 37
13949 	 13956 	 7
13956 	 13956 	 0
13956 	 13958 	 2
13958 	 13965 	 7
13965 	 13993 	 28
13993 	 14022 	 29
14022 	 14054 	 32
13951 	 13991 	 40
13951 	 13985 	 34
13985 	 14042 	 57
14042 	 14162 	 120
14162 	 14210 	 48
13952 	 13977 	 25
13951 	 13980 	 29
13980 	 14031 	 51
13951 	 13951 	 0
13951 	 13952 	 1
13951 	 14153 	 202
14153 	 14180 	 27
13951 	 13957 	 6
13951 	 13962 	 11
13962 	 13971 	 9
13950 	 13965 	 15
13950 	 13987 	 37
13987 	 13998 	 11
13950 	 14040 	 90
13950 	 13966 	 16
13951 	 13972 	 21
13951 	 14103 	 152
13951 	 14126 	 175
13951 	 13951 	 0
13951 	 13951 	 0
13951 	 13956 	 5
13951 	 13982 	 31
13982 	 13982 	 0
13951 	 13954 	 3
13951 	 13980 	 29
13953 	 14173 	 220
13954 	 14208 	 254
14208 	 14209 	 1
14209 	 14211 	 2
13954 	 14056 	 102
14056 	 14112 	 56
14112 	 14168 	 56
14168 	 14177 	 9
13955 	 13991 	 36
13955 	 13962 	 7
13955 	 14186 	 231
13955 	 14020 	 65
13955 	 14130 	 175
14130 	 14180 	 50
13955 	 13956 	 1
13955 	 14009 	 54
14009 	 14116 	 107
13952 	 14196 	 244
13952 	 14092 	 140
13953 	 14049 	 96
13953 	 13963 	 10
13956 	 13957 	 1
13956 	 13981 	 25
13956 	 13964 	 8
13956 	 13964 	 8
13956 	 13981 	 25
13956 	 13991 	 35
13957 	 14148 	 191
13955 	 13973 	 18
13955 	 14186 	 231
13955 	 13962 	 7
13956 	 13977 	 21
13956 	 13956 	 0
13956 	 14006 	 50
13956 	 13992 	 36
13956 	 14099 	 143
14099 	 14099 	 0
13956 	 13971 	 15
13958 	 13973 	 15
13973 	 13982 	 9
13982 	 14008 	 26
14008 	 14013 	 5
13958 	 13962 	 4
13962 	 13966 	 4
13958 	 13963 	 5
13963 	 13987 	 24
13958 	 13959 	 1
13958 	 14177 	 219
14177 	 14229 	 52
13958 	 13983 	 25
13957 	 13957 	 0
13959 	 13963 	 4
13958 	 13961 	 3
13958 	 13977 	 19
13958 	 13963 	 5
13962 	 13962 	 0
13962 	 13962 	 0
13961 	 13990 	 29
13962 	 13962 	 0
13962 	 13962 	 0
13961 	 13994 	 33
13994 	 14083 	 89
13960 	 13963 	 3
13959 	 13964 	 5
13964 	 13980 	 16
13980 	 13992 	 12
13962 	 14141 	 179
13962 	 13969 	 7
13962 	 13962 	 0
13962 	 14046 	 84
13962 	 13991 	 29
13991 	 13999 	 8
13962 	 13964 	 2
13963 	 13964 	 1
13963 	 13965 	 2
13963 	 13963 	 0
13963 	 13964 	 1
13963 	 13963 	 0
13963 	 13982 	 19
13963 	 13969 	 6
13969 	 13970 	 1
13970 	 13971 	 1
13963 	 14195 	 232
13963 	 13973 	 10
13963 	 14024 	 61
13963 	 13972 	 9
13963 	 13963 	 0
13963 	 13964 	 1
13963 	 14190 	 227
13963 	 13987 	 24
13963 	 13963 	 0
13963 	 13963 	 0
13963 	 13994 	 31
13964 	 13978 	 14
13964 	 13998 	 34
13964 	 13965 	 1
13964 	 13964 	 0
13964 	 13991 	 27
13964 	 13965 	 1
13964 	 13992 	 28
13992 	 13998 	 6
13998 	 14000 	 2
13964 	 13964 	 0
13964 	 13964 	 0
13964 	 13964 	 0
13964 	 14041 	 77
13964 	 13964 	 0
13963 	 13986 	 23
13964 	 13964 	 0
13964 	 13965 	 1
13964 	 14051 	 87
13964 	 13969 	 5
13964 	 14189 	 225
13964 	 13976 	 12
13964 	 14180 	 216
13964 	 13970 	 6
13970 	 13999 	 29
13999 	 14005 	 6
14005 	 14005 	 0
14005 	 14082 	 77
14082 	 14090 	 8
14090 	 14141 	 51
13964 	 13964 	 0
13964 	 13966 	 2
13964 	 13969 	 5
13965 	 14211 	 246
13965 	 13965 	 0
13965 	 13966 	 1
13966 	 13970 	 4
13965 	 13983 	 18
13965 	 14061 	 96
13965 	 13965 	 0
13965 	 14006 	 41
14006 	 14026 	 20
13965 	 13979 	 14
13979 	 14007 	 28
13965 	 13965 	 0
13965 	 13965 	 0
13965 	 14006 	 41
13965 	 13966 	 1
13965 	 13971 	 6
13965 	 14215 	 250
13965 	 14132 	 167
13965 	 13966 	 1
13965 	 13969 	 4
13965 	 13965 	 0
13965 	 14117 	 152
13965 	 13970 	 5
13965 	 14041 	 76
14041 	 14046 	 5
14046 	 14096 	 50
14096 	 14099 	 3
13966 	 13966 	 0
13965 	 13966 	 1
13965 	 14013 	 48
14013 	 14015 	 2
14015 	 14018 	 3
14018 	 14040 	 22
14040 	 14069 	 29
14069 	 14160 	 91
13965 	 13966 	 1
13965 	 13967 	 2
13966 	 14057 	 91
13966 	 14029 	 63
