13975 	 14008 	 33
13976 	 14203 	 227
14203 	 14336 	 133
14336 	 14667 	 331
14667 	 14916 	 249
13976 	 13976 	 0
13976 	 14181 	 205
13976 	 14005 	 29
14005 	 14006 	 1
14006 	 14006 	 0
14006 	 14006 	 0
14006 	 14007 	 1
14007 	 14007 	 0
14007 	 14008 	 1
14008 	 14011 	 3
14011 	 14011 	 0
14011 	 14012 	 1
14012 	 14012 	 0
14012 	 14018 	 6
14018 	 14022 	 4
14022 	 14025 	 3
14025 	 14026 	 1
14026 	 14027 	 1
14027 	 14027 	 0
14027 	 14028 	 1
14028 	 14028 	 0
14028 	 14029 	 1
14029 	 14030 	 1
14030 	 14033 	 3
14033 	 14048 	 15
14048 	 14066 	 18
14066 	 14089 	 23
14089 	 14097 	 8
14097 	 14107 	 10
13974 	 14027 	 53
13974 	 13992 	 18
13975 	 13975 	 0
13975 	 13988 	 13
13975 	 14385 	 410
13975 	 14181 	 206
14181 	 14209 	 28
13975 	 14021 	 46
14021 	 14577 	 556
13975 	 14069 	 94
14069 	 14090 	 21
13975 	 14398 	 423
14398 	 14495 	 97
14495 	 14503 	 8
14503 	 14687 	 184
13972 	 14183 	 211
14183 	 14379 	 196
13973 	 14239 	 266
13973 	 14026 	 53
14026 	 14161 	 135
13973 	 14188 	 215
13973 	 14168 	 195
13973 	 13974 	 1
13973 	 13996 	 23
13973 	 14101 	 128
13974 	 14108 	 134
13974 	 14167 	 193
14167 	 14255 	 88
13971 	 14004 	 33
13971 	 13981 	 10
13981 	 13984 	 3
13972 	 14027 	 55
14027 	 14075 	 48
14075 	 14608 	 533
13972 	 14375 	 403
14375 	 14451 	 76
14451 	 14580 	 129
14580 	 14654 	 74
14654 	 14658 	 4
13970 	 14270 	 300
14270 	 14271 	 1
14271 	 14523 	 252
13971 	 14778 	 807
14778 	 14853 	 75
13970 	 13996 	 26
13996 	 14011 	 15
14011 	 14756 	 745
14756 	 14848 	 92
13969 	 14349 	 380
14349 	 14406 	 57
13969 	 14027 	 58
13969 	 13972 	 3
13970 	 13984 	 14
13984 	 13984 	 0
13970 	 13985 	 15
13970 	 13971 	 1
13968 	 13985 	 17
13985 	 13987 	 2
13968 	 13971 	 3
13968 	 13990 	 22
13968 	 13984 	 16
13969 	 13997 	 28
13969 	 14496 	 527
14496 	 14531 	 35
14531 	 14578 	 47
14578 	 14627 	 49
14627 	 14682 	 55
13969 	 13969 	 0
13966 	 13974 	 8
13974 	 13987 	 13
13965 	 14141 	 176
14141 	 14193 	 52
13965 	 13977 	 12
13977 	 13979 	 2
13965 	 14543 	 578
13967 	 14181 	 214
13967 	 14868 	 901
13967 	 14278 	 311
13966 	 14146 	 180
13965 	 14008 	 43
14008 	 14033 	 25
14033 	 14034 	 1
13965 	 14015 	 50
14015 	 14020 	 5
14020 	 14030 	 10
14030 	 14030 	 0
14030 	 14032 	 2
13965 	 13969 	 4
13965 	 13971 	 6
13971 	 13975 	 4
13975 	 13985 	 10
13985 	 13989 	 4
13965 	 13985 	 20
13985 	 14038 	 53
14038 	 14080 	 42
14080 	 14140 	 60
14140 	 14150 	 10
13965 	 14036 	 71
13965 	 13982 	 17
13982 	 14008 	 26
14008 	 14137 	 129
13964 	 13965 	 1
13965 	 13971 	 6
13971 	 13978 	 7
13978 	 13980 	 2
13980 	 13982 	 2
13963 	 14062 	 99
14062 	 14186 	 124
13963 	 13967 	 4
13967 	 13976 	 9
13976 	 14071 	 95
14071 	 14486 	 415
13964 	 14163 	 199
14163 	 14261 	 98
13964 	 13964 	 0
13964 	 13965 	 1
13963 	 14011 	 48
13963 	 13992 	 29
13963 	 13963 	 0
13963 	 14467 	 504
14467 	 14749 	 282
14749 	 14771 	 22
14771 	 14826 	 55
13963 	 14654 	 691
13962 	 13962 	 0
13962 	 14264 	 302
13963 	 14476 	 513
14476 	 14789 	 313
13962 	 14308 	 346
13961 	 14818 	 857
13960 	 14769 	 809
13959 	 13977 	 18
13977 	 13978 	 1
13978 	 14005 	 27
13959 	 13963 	 4
13963 	 13965 	 2
13965 	 13978 	 13
13978 	 13990 	 12
13990 	 14012 	 22
14012 	 14022 	 10
13957 	 14026 	 69
14026 	 14046 	 20
14046 	 14169 	 123
13957 	 14340 	 383
13957 	 14013 	 56
14013 	 14021 	 8
14021 	 14027 	 6
14027 	 14033 	 6
14033 	 14056 	 23
13957 	 14019 	 62
14019 	 14022 	 3
14022 	 14094 	 72
13957 	 14778 	 821
13957 	 14002 	 45
14002 	 14270 	 268
13956 	 14092 	 136
13957 	 14024 	 67
14024 	 14061 	 37
13957 	 13962 	 5
13956 	 13956 	 0
13956 	 13968 	 12
13956 	 14007 	 51
14007 	 14008 	 1
14008 	 14009 	 1
14009 	 14009 	 0
14009 	 14011 	 2
14011 	 14011 	 0
14011 	 14012 	 1
14012 	 14012 	 0
14012 	 14013 	 1
14013 	 14015 	 2
14015 	 14018 	 3
14018 	 14019 	 1
14019 	 14020 	 1
14020 	 14022 	 2
14022 	 14023 	 1
14023 	 14023 	 0
14023 	 14023 	 0
14023 	 14026 	 3
14026 	 14027 	 1
14027 	 14028 	 1
14028 	 14029 	 1
14029 	 14030 	 1
14030 	 14030 	 0
14030 	 14032 	 2
14032 	 14035 	 3
14035 	 14041 	 6
14041 	 14060 	 19
13956 	 14010 	 54
14010 	 14112 	 102
14112 	 14460 	 348
13956 	 14001 	 45
13955 	 14167 	 212
14167 	 14391 	 224
14391 	 14619 	 228
14619 	 14709 	 90
13955 	 13955 	 0
13955 	 14159 	 204
14159 	 14216 	 57
14216 	 14257 	 41
14257 	 14334 	 77
14334 	 14437 	 103
14437 	 14466 	 29
14466 	 14487 	 21
14487 	 14512 	 25
13955 	 14777 	 822
13955 	 13977 	 22
13977 	 14439 	 462
13955 	 14107 	 152
13955 	 14047 	 92
14047 	 14054 	 7
13955 	 13968 	 13
13955 	 14062 	 107
13954 	 14014 	 60
13954 	 14004 	 50
13954 	 13987 	 33
13987 	 13996 	 9
13996 	 13996 	 0
13996 	 14007 	 11
14007 	 14011 	 4
13954 	 13970 	 16
13954 	 13957 	 3
13957 	 13971 	 14
13954 	 14032 	 78
13954 	 14160 	 206
14160 	 14191 	 31
13954 	 14207 	 253
14207 	 14373 	 166
14373 	 14411 	 38
14411 	 14808 	 397
13954 	 13968 	 14
13968 	 13993 	 25
13953 	 14150 	 197
14150 	 14217 	 67
14217 	 14332 	 115
14332 	 14335 	 3
14335 	 14379 	 44
14379 	 14789 	 410
13953 	 14287 	 334
14287 	 14420 	 133
13953 	 13971 	 18
13971 	 14035 	 64
13953 	 14496 	 543
14496 	 14578 	 82
14578 	 14621 	 43
14621 	 14736 	 115
14736 	 14759 	 23
14759 	 14886 	 127
13953 	 13984 	 31
13953 	 13953 	 0
13953 	 13953 	 0
13953 	 13953 	 0
13953 	 13969 	 16
13952 	 13974 	 22
13952 	 14359 	 407
13948 	 13982 	 34
13949 	 14402 	 453
13948 	 14278 	 330
14278 	 14533 	 255
13948 	 14049 	 101
14049 	 14268 	 219
13949 	 14125 	 176
13950 	 14144 	 194
13951 	 14003 	 52
13951 	 14033 	 82
14033 	 14161 	 128
13944 	 14666 	 722
13944 	 13991 	 47
13944 	 13947 	 3
13945 	 13968 	 23
13968 	 14008 	 40
13946 	 13946 	 0
13946 	 13946 	 0
13947 	 14055 	 108
14055 	 14285 	 230
13947 	 14044 	 97
14044 	 14083 	 39
14083 	 14086 	 3
14086 	 14091 	 5
14091 	 14091 	 0
14091 	 14143 	 52
14143 	 14179 	 36
14179 	 14234 	 55
14234 	 14238 	 4
14238 	 14463 	 225
13947 	 14020 	 73
13948 	 13948 	 0
13948 	 13982 	 34
13948 	 14212 	 264
14212 	 14565 	 353
13948 	 13948 	 0
13941 	 13982 	 41
13982 	 14008 	 26
14008 	 14030 	 22
14030 	 14033 	 3
13941 	 13951 	 10
13941 	 13972 	 31
13942 	 14580 	 638
13942 	 14960 	 1018
14960 	 14963 	 3
13942 	 13943 	 1
13943 	 13950 	 7
13944 	 14098 	 154
14098 	 14766 	 668
13944 	 13944 	 0
13944 	 14235 	 291
13943 	 13971 	 28
13943 	 13943 	 0
13937 	 13937 	 0
13937 	 13937 	 0
13937 	 14721 	 784
13936 	 13966 	 30
13966 	 14032 	 66
13936 	 13977 	 41
13977 	 13978 	 1
13937 	 14361 	 424
13940 	 13940 	 0
13939 	 14188 	 249
13940 	 14029 	 89
13940 	 14022 	 82
13941 	 14016 	 75
14016 	 14033 	 17
14033 	 14035 	 2
14035 	 14036 	 1
14036 	 14038 	 2
14038 	 14056 	 18
14056 	 14061 	 5
14061 	 14085 	 24
14085 	 14102 	 17
13940 	 13969 	 29
13969 	 13984 	 15
13933 	 14068 	 135
13933 	 14010 	 77
14010 	 14102 	 92
13934 	 13934 	 0
13934 	 14291 	 357
13934 	 14207 	 273
13934 	 14152 	 218
14152 	 14689 	 537
13933 	 13934 	 1
13933 	 13971 	 38
13932 	 13939 	 7
13936 	 14069 	 133
14069 	 14077 	 8
14077 	 14145 	 68
14145 	 14149 	 4
13936 	 13941 	 5
13934 	 13934 	 0
13934 	 14293 	 359
14293 	 14492 	 199
14492 	 14535 	 43
14535 	 14564 	 29
